t,lambda_final,rho_final,c_final,cov_trace_final,m_train
2338,0.6376814312900623,0.8607079764250578,0.9989183990574041,0.000541093147505968,0
2339,0.6117483100238752,1.0,0.998905991914481,0.0005473034745894518,1
2340,0.6202181525674969,0.951229424500714,0.998917843453112,0.000541371250525806,0
2341,0.6117527745970431,1.0,0.9988793577519008,0.0005606353185666732,1
2342,0.6117537126623775,1.0,0.998873761700553,0.0005634364911907494,1
2343,0.6117503523565394,1.0,0.9988938079032214,0.0005534021894160639,1
2344,0.611752934509296,1.0,0.9988784037881833,0.000561112835779206,1
2345,0.6117502824363102,1.0,0.9988942250249547,0.0005531933976290869,1
2346,0.6117463840295195,1.0,0.9989174820864747,0.0005415521296165939,1
2347,0.611744809722852,1.0,0.9989268742934856,0.0005368509590869705,1
2348,0.6117552906277655,1.0,0.9988643484159893,0.0005681484624526856,1
2349,0.6117542284360246,1.0,0.9988706848604524,0.0005649766481942795,1
2350,0.6117519894098407,1.0,0.9988840418411844,0.0005582906518836572,1
2351,0.6117518128067129,1.0,0.9988850953840539,0.0005577632922153799,1
2352,0.6202228345137505,0.951229424500714,0.9988905491894534,0.0005550333533384495,0
2353,0.6288709775777528,0.9048374180359595,0.9989244781136998,0.0005380503375006721,0
2354,0.6117553052340927,1.0,0.9988642612831939,0.0005681920783847465,1
2355,0.6202203727713852,0.951229424500714,0.9989049002351724,0.0005478499123493131,0
2356,0.6117487939899648,1.0,0.9989031046819042,0.0005487486740240091,1
2357,0.6202225118789986,0.951229424500714,0.9988924300137626,0.0005540918975703514,0
2358,0.6288694900915566,0.9048374180359595,0.998932982412617,0.0005337936279579496,0
2359,0.637690074104283,0.8607079764250578,0.9988697785946384,0.0005654302936154438,0
2360,0.6117588501517873,1.0,0.9988431147168014,0.0005787774957724121,1
2361,0.6202189171908524,0.951229424500714,0.9989133858685195,0.0005436024623153951,0
2362,0.6288818188281537,0.9048374180359595,0.9988624991693638,0.0005690741378661192,0
2363,0.6117453518899845,1.0,0.9989236397461355,0.0005384699727856243,1
2364,0.6117461213369073,1.0,0.9989190492836195,0.0005407676824807886,1
2365,0.6202277636369402,0.951229424500714,0.9988618151111276,0.0005694165566028829,0
2366,0.6288781015861828,0.9048374180359595,0.9988837498883285,0.0005584367914185645,0
2367,0.6376855594567299,0.8607079764250578,0.9988951755263558,0.0005527176210528874,0
2368,0.6117541009963451,1.0,0.9988714450986641,0.0005645960994736055,1
2369,0.6117494318102485,1.0,0.9988992996089919,0.0005506533032826934,1
2370,0.6117485077859531,1.0,0.9989048121090004,0.0005478940237436496,1
2371,0.620221076030135,0.951229424500714,0.9989008004672908,0.0005499020477898354,0
2372,0.6117580001639671,1.0,0.9988481851045238,0.0005762393720278324,1
2373,0.6117467498900128,1.0,0.9989152994064859,0.0005426446534799682,1
2374,0.6117491311917188,1.0,0.9989010930196566,0.0005497556106647609,1
2375,0.6117396687403357,1.0,0.9989575459687774,0.0005214988821684446,1
2376,0.6117498260105325,1.0,0.9988969479216367,0.000551830444023715,1
2377,0.6117579026094797,1.0,0.9988487670436531,0.0005759480670184952,1
2378,0.6117478616945224,1.0,0.998908666557477,0.000545964690240901,1
2379,0.6117511209554249,1.0,0.9988892227051963,0.0005556973325596616,1
2380,0.6117457615050311,1.0,0.9989211960096158,0.00053969315912925,1
2381,0.6117482003547551,1.0,0.9989066461774638,0.0005469759849288235,1
2382,0.6117521926740781,1.0,0.9988828292509742,0.0005588976247130892,1
2383,0.6202195126417147,0.951229424500714,0.9989099145416813,0.0005453400168015255,0
2384,0.6117506175649194,1.0,0.9988922257571863,0.0005541941391086237,1
2385,0.6202207475073673,0.951229424500714,0.9989027156443046,0.0005489434064628157,0
2386,0.6117432929909229,1.0,0.9989359231386556,0.0005323216965261304,1
2387,0.6202239330248555,0.951229424500714,0.9988841453716187,0.0005582388288368339,0
2388,0.6117522899295949,1.0,0.9988822490656425,0.0005591880419087219,1
2389,0.6117510803093614,1.0,0.998889465184917,0.0005555759578938084,1
2390,0.62022941717863,0.951229424500714,0.9988521761360206,0.0005742415591554587,0
2391,0.6288768427742317,0.9048374180359595,0.9988909464000555,0.0005548345274893817,0
2392,0.6117497628685258,1.0,0.998897324608425,0.0005516418926831856,1
2393,0.6117531029147008,1.0,0.9988773991596629,0.0005616157143186239,1
2394,0.6117476664391902,1.0,0.998909831414981,0.0005453816255104652,1
2395,0.6117544790191177,1.0,0.9988691900158233,0.0005657249160983171,1
2396,0.6117498193508478,1.0,0.998896987651362,0.0005518105572252819,1
2397,0.6117509719873007,1.0,0.9988901113956022,0.000555252493437141,1
2398,0.611750240260894,1.0,0.9988944766301311,0.0005530674557934628,1
2399,0.6117470976157419,1.0,0.9989132249229575,0.0005436830226408652,1
2400,0.6117520471266851,1.0,0.998883697526184,0.0005584630017487939,1
2401,0.6117537006098865,1.0,0.9988738335996807,0.0005634005010947334,1
2402,0.6117497683480234,1.0,0.9988972919193323,0.0005516582552723727,1
2403,0.6117538640129399,1.0,0.9988728588195294,0.0005638884409096723,1
2404,0.6117483104522075,1.0,0.9989059893591419,0.0005473047536583369,1
2405,0.6117539110590305,1.0,0.9988725781665587,0.0005640289257609587,1
2406,0.6117543786522329,1.0,0.9988697887505421,0.0005654252099179112,1
2407,0.6202236155142801,0.951229424500714,0.9988859963071913,0.0005573123280678233,0
2408,0.62888162170579,0.9048374180359595,0.9988636260625758,0.0005685100499274088,0
2409,0.6117502609701049,1.0,0.9988943530855258,0.000553129296466261,1
2410,0.6202199318170887,0.951229424500714,0.9989074708663462,0.0005465631893261638,0
2411,0.6117496029508359,1.0,0.998898278631653,0.0005511643547275401,1
2412,0.6117503391973586,1.0,0.9988938864066674,0.0005533628942265463,1
2413,0.6117494024415623,1.0,0.9988994748145965,0.0005505656039574271,1
